"AlarmName","ErrorCode","SrNo","Device","AlarmDescription","Message","Severity","AckRequired","PlcTag","Shortcut","PlcReference","TriggerTag","MappingStatus"
"ALM_E290","E290","143","Tray 02 Front Guide","Both Reedswitch Present","E290 Tray 02 Front Guide Both Reedswitch Present","500","true","FB_PV11","Offline","[Offline]FB_PV11","FB_PV11.Alarm.E290","Mapped"
"ALM_E291","E291","144","Tray 02 Front Guide","Both Reedswitch Absent","E291 Tray 02 Front Guide Both Reedswitch Absent","500","true","FB_PV11","Offline","[Offline]FB_PV11","FB_PV11.Alarm.E291","Mapped"
"ALM_E292","E292","145","Tray 02 Front Guide","Forward Reedswitch Absent","E292 Tray 02 Front Guide Forward Reedswitch Absent","500","true","FB_PV11","Offline","[Offline]FB_PV11","FB_PV11.Alarm.E292","Mapped"
"ALM_E293","E293","146","Tray 02 Front Guide","Reverse Reedswitch Absent","E293 Tray 02 Front Guide Reverse Reedswitch Absent","500","true","FB_PV11","Offline","[Offline]FB_PV11","FB_PV11.Alarm.E293","Mapped"
"ALM_E294","E294","147","Tray 02 Stopper 01","Both Reedswitch Present","E294 Tray 02 Stopper 01 Both Reedswitch Present","500","true","","","","","Unmapped"
"ALM_E295","E295","148","Tray 02 Stopper 01","Both Reedswitch Absent","E295 Tray 02 Stopper 01 Both Reedswitch Absent","500","true","","","","","Unmapped"
"ALM_E296","E296","149","Tray 02 Stopper 01","Up Reedswitch Absent","E296 Tray 02 Stopper 01 Up Reedswitch Absent","500","true","","","","","Unmapped"
"ALM_E297","E297","150","Tray 02 Stopper 01","Down Reedswitch Absent","E297 Tray 02 Stopper 01 Down Reedswitch Absent","500","true","","","","","Unmapped"
"ALM_E298","E298","151","Tray 02 Stopper 02","Both Reedswitch Present","E298 Tray 02 Stopper 02 Both Reedswitch Present","500","true","","","","","Unmapped"
"ALM_E299","E299","152","Tray 02 Stopper 02","Both Reedswitch Absent","E299 Tray 02 Stopper 02 Both Reedswitch Absent","500","true","","","","","Unmapped"
"ALM_E300","E300","153","Tray 02 Stopper 02","Up Reedswitch Absent","E300 Tray 02 Stopper 02 Up Reedswitch Absent","500","true","","","","","Unmapped"
"ALM_E301","E301","154","Tray 02 Stopper 02","Down Reedswitch Absent","E301 Tray 02 Stopper 02 Down Reedswitch Absent","500","true","","","","","Unmapped"
"ALM_E302","E302","155","Tray 02 Pusher UP FB","Both Reedswitch Present","E302 Tray 02 Pusher UP FB Both Reedswitch Present","500","true","FB_PV13","Offline","[Offline]FB_PV13","FB_PV13.Alarm.E302","Mapped"
"ALM_E303","E303","156","Tray 02 Pusher UP FB","Both Reedswitch Absent","E303 Tray 02 Pusher UP FB Both Reedswitch Absent","500","true","FB_PV13","Offline","[Offline]FB_PV13","FB_PV13.Alarm.E303","Mapped"
"ALM_E304","E304","157","Tray 02 Pusher UP FB","Up Reedswitch Absent","E304 Tray 02 Pusher UP FB Up Reedswitch Absent","500","true","FB_PV13","Offline","[Offline]FB_PV13","FB_PV13.Alarm.E304","Mapped"
"ALM_E305","E305","158","Tray 02 Pusher UP FB","Down Reedswitch Absent","E305 Tray 02 Pusher UP FB Down Reedswitch Absent","500","true","FB_PV13","Offline","[Offline]FB_PV13","FB_PV13.Alarm.E305","Mapped"
"ALM_E306","E306","159","Tray Insertion Servo Slide Pusher","Both Reedswitch Present","E306 Tray Insertion Servo Slide Pusher Both Reedswitch Present","500","true","FB_PV14","Offline","[Offline]FB_PV14","FB_PV14.Alarm.E306","Mapped"
"ALM_E307","E307","160","Tray Insertion Servo Slide Pusher","Both Reedswitch Absent","E307 Tray Insertion Servo Slide Pusher Both Reedswitch Absent","500","true","FB_PV14","Offline","[Offline]FB_PV14","FB_PV14.Alarm.E307","Mapped"
"ALM_E308","E308","161","Tray Insertion Servo Slide Pusher","Up Reedswitch Absent","E308 Tray Insertion Servo Slide Pusher Up Reedswitch Absent","500","true","FB_PV14","Offline","[Offline]FB_PV14","FB_PV14.Alarm.E308","Mapped"
"ALM_E309","E309","162","Tray Insertion Servo Slide Pusher","Down Reedswitch Absent","E309 Tray Insertion Servo Slide Pusher Down Reedswitch Absent","500","true","FB_PV14","Offline","[Offline]FB_PV14","FB_PV14.Alarm.E309","Mapped"
"ALM_E310","E310","163","Tray Insertion Servo Tray Stopper","Both Reedswitch Present","E310 Tray Insertion Servo Tray Stopper Both Reedswitch Present","500","true","FB_PV15","Offline","[Offline]FB_PV15","FB_PV15.Alarm.E310","Mapped"
"ALM_E311","E311","164","Tray Insertion Servo Tray Stopper","Both Reedswitch Absent","E311 Tray Insertion Servo Tray Stopper Both Reedswitch Absent","500","true","FB_PV15","Offline","[Offline]FB_PV15","FB_PV15.Alarm.E311","Mapped"
"ALM_E312","E312","165","Tray Insertion Servo Tray Stopper","Up Reedswitch Absent","E312 Tray Insertion Servo Tray Stopper Up Reedswitch Absent","500","true","FB_PV15","Offline","[Offline]FB_PV15","FB_PV15.Alarm.E312","Mapped"
"ALM_E313","E313","166","Tray Insertion Servo Tray Stopper","Down Reedswitch Absent","E313 Tray Insertion Servo Tray Stopper Down Reedswitch Absent","500","true","FB_PV15","Offline","[Offline]FB_PV15","FB_PV15.Alarm.E313","Mapped"
"ALM_E314","E314","167","Bag Opening Swing Arm 1","Both Reedswitch Present","E314 Bag Opening Swing Arm 1 Both Reedswitch Present","500","true","","","","","Unmapped"
"ALM_E315","E315","168","Bag Opening Swing Arm 1","Both Reedswitch Absent","E315 Bag Opening Swing Arm 1 Both Reedswitch Absent","500","true","","","","","Unmapped"
"ALM_E316","E316","169","Bag Opening Swing Arm 1","In Reedswitch Absent","E316 Bag Opening Swing Arm 1 In Reedswitch Absent","500","true","","","","","Unmapped"
"ALM_E317","E317","170","Bag Opening Swing Arm 1","Out Reedswitch Absent","E317 Bag Opening Swing Arm 1 Out Reedswitch Absent","500","true","","","","","Unmapped"
"ALM_E318","E318","171","Bag Opening Swing Arm 2","Both Reedswitch Present","E318 Bag Opening Swing Arm 2 Both Reedswitch Present","500","true","","","","","Unmapped"
"ALM_E319","E319","172","Bag Opening Swing Arm 2","Both Reedswitch Absent","E319 Bag Opening Swing Arm 2 Both Reedswitch Absent","500","true","","","","","Unmapped"
"ALM_E320","E320","173","Bag Opening Swing Arm 2","In Reedswitch Absent","E320 Bag Opening Swing Arm 2 In Reedswitch Absent","500","true","","","","","Unmapped"
"ALM_E321","E321","174","Bag Opening Swing Arm 2","Out Reedswitch Absent","E321 Bag Opening Swing Arm 2 Out Reedswitch Absent","500","true","","","","","Unmapped"
"ALM_E322","E322","175","Bag Opening Swing Arm Stretch","Both Reedswitch Present","E322 Bag Opening Swing Arm Stretch Both Reedswitch Present","500","true","FB_PV17","Offline","[Offline]FB_PV17","FB_PV17.Alarm.E322","Mapped"
"ALM_E323","E323","176","Bag Opening Swing Arm Stretch","Both Reedswitch Absent","E323 Bag Opening Swing Arm Stretch Both Reedswitch Absent","500","true","FB_PV17","Offline","[Offline]FB_PV17","FB_PV17.Alarm.E323","Mapped"
"ALM_E324","E324","177","Bag Opening Swing Arm Stretch","In Reedswitch Absent","E324 Bag Opening Swing Arm Stretch In Reedswitch Absent","500","true","FB_PV17","Offline","[Offline]FB_PV17","FB_PV17.Alarm.E324","Mapped"
"ALM_E325","E325","178","Bag Opening Swing Arm Stretch","Out Reedswitch Absent","E325 Bag Opening Swing Arm Stretch Out Reedswitch Absent","500","true","FB_PV17","Offline","[Offline]FB_PV17","FB_PV17.Alarm.E325","Mapped"
"ALM_E326","E326","179","Bag Opening Vacuum Cup Lifter","Both Reedswitch Present","E326 Bag Opening Vacuum Cup Lifter Both Reedswitch Present","500","true","FB_PV18","Offline","[Offline]FB_PV18","FB_PV18.Alarm.E326","Mapped"
"ALM_E327","E327","180","Bag Opening Vacuum Cup Lifter","Both Reedswitch Absent","E327 Bag Opening Vacuum Cup Lifter Both Reedswitch Absent","500","true","FB_PV18","Offline","[Offline]FB_PV18","FB_PV18.Alarm.E327","Mapped"
"ALM_E328","E328","181","Bag Opening Vacuum Cup Lifter","Up Reedswitch Absent","E328 Bag Opening Vacuum Cup Lifter Up Reedswitch Absent","500","true","FB_PV18","Offline","[Offline]FB_PV18","FB_PV18.Alarm.E328","Mapped"
"ALM_E329","E329","182","Bag Opening Vacuum Cup Lifter","Down Reedswitch Absent","E329 Bag Opening Vacuum Cup Lifter Down Reedswitch Absent","500","true","FB_PV18","Offline","[Offline]FB_PV18","FB_PV18.Alarm.E329","Mapped"
"ALM_E330","E330","183","Tray Stacker Safety Cover Slide","Both Reedswitch Present","E330 Tray Stacker Safety Cover Slide Both Reedswitch Present","500","true","FB_PV19","Offline","[Offline]FB_PV19","FB_PV19.Alarm.E330","Mapped"
"ALM_E331","E331","184","Tray Stacker Safety Cover Slide","Both Reedswitch Absent","E331 Tray Stacker Safety Cover Slide Both Reedswitch Absent","500","true","FB_PV19","Offline","[Offline]FB_PV19","FB_PV19.Alarm.E331","Mapped"
"ALM_E332","E332","185","Tray Stacker Safety Cover Slide","Position 01 Reedswitch Absent","E332 Tray Stacker Safety Cover Slide Position 01 Reedswitch Absent","500","true","FB_PV19","Offline","[Offline]FB_PV19","FB_PV19.Alarm.E332","Mapped"
"ALM_E333","E333","186","Tray Stacker Safety Cover Slide","Position 02 Reedswitch Absent","E333 Tray Stacker Safety Cover Slide Position 02 Reedswitch Absent","500","true","FB_PV19","Offline","[Offline]FB_PV19","FB_PV19.Alarm.E333","Mapped"
"ALM_E334","E334","187","Tray Stacker 01 Tray Centering","Both Reedswitch Present","E334 Tray Stacker 01 Tray Centering Both Reedswitch Present","500","true","FB_PV20","Offline","[Offline]FB_PV20","FB_PV20.Alarm.E334","Mapped"
"ALM_E335","E335","188","Tray Stacker 01 Tray Centering","Both Reedswitch Absent","E335 Tray Stacker 01 Tray Centering Both Reedswitch Absent","500","true","FB_PV20","Offline","[Offline]FB_PV20","FB_PV20.Alarm.E335","Mapped"
"ALM_E336","E336","189","Tray Stacker 01 Tray Centering","In Reedswitch Absent","E336 Tray Stacker 01 Tray Centering In Reedswitch Absent","500","true","FB_PV20","Offline","[Offline]FB_PV20","FB_PV20.Alarm.E336","Mapped"
"ALM_E337","E337","190","Tray Stacker 01 Tray Centering","Out Reedswitch Absent","E337 Tray Stacker 01 Tray Centering Out Reedswitch Absent","500","true","FB_PV20","Offline","[Offline]FB_PV20","FB_PV20.Alarm.E337","Mapped"
"ALM_E338","E338","191","Tray Stacker 01 Tray Referencing","Both Reedswitch Present","E338 Tray Stacker 01 Tray Referencing Both Reedswitch Present","500","true","FB_PV21","Offline","[Offline]FB_PV21","FB_PV21.Alarm.E338","Mapped"
"ALM_E339","E339","192","Tray Stacker 01 Tray Referencing","Both Reedswitch Absent","E339 Tray Stacker 01 Tray Referencing Both Reedswitch Absent","500","true","FB_PV21","Offline","[Offline]FB_PV21","FB_PV21.Alarm.E339","Mapped"
"ALM_E340","E340","193","Tray Stacker 01 Tray Referencing","Forward Reedswitch Absent","E340 Tray Stacker 01 Tray Referencing Forward Reedswitch Absent","500","true","FB_PV21","Offline","[Offline]FB_PV21","FB_PV21.Alarm.E340","Mapped"
"ALM_E341","E341","194","Tray Stacker 01 Tray Referencing","Reverse Reedswitch Absent","E341 Tray Stacker 01 Tray Referencing Reverse Reedswitch Absent","500","true","FB_PV21","Offline","[Offline]FB_PV21","FB_PV21.Alarm.E341","Mapped"
"ALM_E342","E342","195","Tray Stacker 02 Tray Centering","Both Reedswitch Present","E342 Tray Stacker 02 Tray Centering Both Reedswitch Present","500","true","FB_PV22","Offline","[Offline]FB_PV22","FB_PV22.Alarm.E342","Mapped"
"ALM_E343","E343","196","Tray Stacker 02 Tray Centering","Both Reedswitch Absent","E343 Tray Stacker 02 Tray Centering Both Reedswitch Absent","500","true","FB_PV22","Offline","[Offline]FB_PV22","FB_PV22.Alarm.E343","Mapped"
"ALM_E344","E344","197","Tray Stacker 02 Tray Centering","In Reedswitch Absent","E344 Tray Stacker 02 Tray Centering In Reedswitch Absent","500","true","FB_PV22","Offline","[Offline]FB_PV22","FB_PV22.Alarm.E344","Mapped"
"ALM_E345","E345","198","Tray Stacker 02 Tray Centering","Out Reedswitch Absent","E345 Tray Stacker 02 Tray Centering Out Reedswitch Absent","500","true","FB_PV22","Offline","[Offline]FB_PV22","FB_PV22.Alarm.E345","Mapped"
"ALM_E346","E346","199","Tray Stacker 02 Tray Referencing","Both Reedswitch Present","E346 Tray Stacker 02 Tray Referencing Both Reedswitch Present","500","true","FB_PV23","Offline","[Offline]FB_PV23","FB_PV23.Alarm.E346","Mapped"
"ALM_E347","E347","200","Tray Stacker 02 Tray Referencing","Both Reedswitch Absent","E347 Tray Stacker 02 Tray Referencing Both Reedswitch Absent","500","true","FB_PV23","Offline","[Offline]FB_PV23","FB_PV23.Alarm.E347","Mapped"
"ALM_E348","E348","201","Tray Stacker 02 Tray Referencing","Forward Reedswitch Absent","E348 Tray Stacker 02 Tray Referencing Forward Reedswitch Absent","500","true","FB_PV23","Offline","[Offline]FB_PV23","FB_PV23.Alarm.E348","Mapped"
"ALM_E349","E349","202","Tray Stacker 02 Tray Referencing","Reverse Reedswitch Absent","E349 Tray Stacker 02 Tray Referencing Reverse Reedswitch Absent","500","true","FB_PV23","Offline","[Offline]FB_PV23","FB_PV23.Alarm.E349","Mapped"
"ALM_E350","E350","203","Tray Transfer ROBOT Tray Lifter","Both Reedswitch Present","E350 Tray Transfer ROBOT Tray Lifter Both Reedswitch Present","500","true","FB_PV24","Offline","[Offline]FB_PV24","FB_PV24.Alarm.E350","Mapped"
"ALM_E351","E351","204","Tray Transfer ROBOT Tray Lifter","Both Reedswitch Absent","E351 Tray Transfer ROBOT Tray Lifter Both Reedswitch Absent","500","true","FB_PV24","Offline","[Offline]FB_PV24","FB_PV24.Alarm.E351","Mapped"
"ALM_E352","E352","205","Tray Transfer ROBOT Tray Lifter","Up Reedswitch Absent","E352 Tray Transfer ROBOT Tray Lifter Up Reedswitch Absent","500","true","FB_PV24","Offline","[Offline]FB_PV24","FB_PV24.Alarm.E352","Mapped"
"ALM_E353","E353","206","Tray Transfer ROBOT Tray Lifter","Down Reedswitch Absent","E353 Tray Transfer ROBOT Tray Lifter Down Reedswitch Absent","500","true","FB_PV24","Offline","[Offline]FB_PV24","FB_PV24.Alarm.E353","Mapped"
"ALM_E354","E354","207","Tray Transfer ROBOT Tray Vacuum Cup","Sapre","E354 Tray Transfer ROBOT Tray Vacuum Cup Sapre","500","true","FB_PV25","Offline","[Offline]FB_PV25","FB_PV25.Alarm.E354","Mapped"
"ALM_E355","E355","208","Tray Transfer ROBOT Tray Vacuum Cup","Sapre","E355 Tray Transfer ROBOT Tray Vacuum Cup Sapre","500","true","FB_PV25","Offline","[Offline]FB_PV25","FB_PV25.Alarm.E355","Mapped"
"ALM_E356","E356","209","Tray Transfer ROBOT Tray Vacuum Cup","Vacuum On Feedback Absent","E356 Tray Transfer ROBOT Tray Vacuum Cup Vacuum On Feedback Absent","500","true","FB_PV25","Offline","[Offline]FB_PV25","FB_PV25.Alarm.E356","Mapped"
"ALM_E357","E357","210","Tray Transfer ROBOT Tray Vacuum Cup","Vacuum Off Feedback Absent","E357 Tray Transfer ROBOT Tray Vacuum Cup Vacuum Off Feedback Absent","500","true","FB_PV25","Offline","[Offline]FB_PV25","FB_PV25.Alarm.E357","Mapped"
"ALM_E358","E358","211","Bag Transfer Robot Vacuum Cup","Sapre","E358 Bag Transfer Robot Vacuum Cup Sapre","500","true","FB_PV26","Offline","[Offline]FB_PV26","FB_PV26.Alarm.E358","Mapped"
"ALM_E359","E359","212","Bag Transfer Robot Vacuum Cup","Sapre","E359 Bag Transfer Robot Vacuum Cup Sapre","500","true","FB_PV26","Offline","[Offline]FB_PV26","FB_PV26.Alarm.E359","Mapped"
"ALM_E360","E360","213","Bag Transfer Robot Vacuum Cup","Vacuum On Feedback Absent","E360 Bag Transfer Robot Vacuum Cup Vacuum On Feedback Absent","500","true","FB_PV26","Offline","[Offline]FB_PV26","FB_PV26.Alarm.E360","Mapped"
"ALM_E361","E361","214","Bag Transfer Robot Vacuum Cup","Vacuum Off Feedback Absent","E361 Bag Transfer Robot Vacuum Cup Vacuum Off Feedback Absent","500","true","FB_PV26","Offline","[Offline]FB_PV26","FB_PV26.Alarm.E361","Mapped"
"ALM_E362","E362","215","Sealing Unit Heating Jaw","Both Reedswitch Present","E362 Sealing Unit Heating Jaw Both Reedswitch Present","500","true","FB_PV27","Offline","[Offline]FB_PV27","FB_PV27.Alarm.E362","Mapped"
"ALM_E363","E363","216","Sealing Unit Heating Jaw","Both Reedswitch Absent","E363 Sealing Unit Heating Jaw Both Reedswitch Absent","500","true","FB_PV27","Offline","[Offline]FB_PV27","FB_PV27.Alarm.E363","Mapped"
"ALM_E364","E364","217","Sealing Unit Heating Jaw","Up Reedswitch Absent","E364 Sealing Unit Heating Jaw Up Reedswitch Absent","500","true","FB_PV27","Offline","[Offline]FB_PV27","FB_PV27.Alarm.E364","Mapped"
"ALM_E365","E365","218","Sealing Unit Heating Jaw","Down Reedswitch Absent","E365 Sealing Unit Heating Jaw Down Reedswitch Absent","500","true","FB_PV27","Offline","[Offline]FB_PV27","FB_PV27.Alarm.E365","Mapped"
"ALM_E366","E366","219","Sealing Unit Vacuum Jaw","Both Reedswitch Present","E366 Sealing Unit Vacuum Jaw Both Reedswitch Present","500","true","FB_PV28","Offline","[Offline]FB_PV28","FB_PV28.Alarm.E366","Mapped"
"ALM_E367","E367","220","Sealing Unit Vacuum Jaw","Both Reedswitch Absent","E367 Sealing Unit Vacuum Jaw Both Reedswitch Absent","500","true","FB_PV28","Offline","[Offline]FB_PV28","FB_PV28.Alarm.E367","Mapped"
"ALM_E368","E368","221","Sealing Unit Vacuum Jaw","Forward Reedswitch Absent","E368 Sealing Unit Vacuum Jaw Forward Reedswitch Absent","500","true","FB_PV28","Offline","[Offline]FB_PV28","FB_PV28.Alarm.E368","Mapped"
"ALM_E369","E369","222","Sealing Unit Vacuum Jaw","Reverse Reedswitch Absent","E369 Sealing Unit Vacuum Jaw Reverse Reedswitch Absent","500","true","FB_PV28","Offline","[Offline]FB_PV28","FB_PV28.Alarm.E369","Mapped"
"ALM_E370","E370","223","Sealing Unit Bag Opening Cylinder","Both Reedswitch Present","E370 Sealing Unit Bag Opening Cylinder Both Reedswitch Present","500","true","FB_PV29","Offline","[Offline]FB_PV29","FB_PV29.Alarm.E370","Mapped"
"ALM_E371","E371","224","Sealing Unit Bag Opening Cylinder","Both Reedswitch Absent","E371 Sealing Unit Bag Opening Cylinder Both Reedswitch Absent","500","true","FB_PV29","Offline","[Offline]FB_PV29","FB_PV29.Alarm.E371","Mapped"
"ALM_E372","E372","225","Sealing Unit Bag Opening Cylinder","Up Reedswitch Absent","E372 Sealing Unit Bag Opening Cylinder Up Reedswitch Absent","500","true","FB_PV29","Offline","[Offline]FB_PV29","FB_PV29.Alarm.E372","Mapped"
"ALM_E373","E373","226","Sealing Unit Bag Opening Cylinder","Down Reedswitch Absent","E373 Sealing Unit Bag Opening Cylinder Down Reedswitch Absent","500","true","FB_PV29","Offline","[Offline]FB_PV29","FB_PV29.Alarm.E373","Mapped"
"ALM_E374","E374","227","Tray Feeding Conveyor Buffer Stopper","Both Reedswitch Present","E374 Tray Feeding Conveyor Buffer Stopper Both Reedswitch Present","500","true","FB_PV30","Offline","[Offline]FB_PV30","FB_PV30.Alarm.E374","Mapped"
"ALM_E375","E375","228","Tray Feeding Conveyor Buffer Stopper","Both Reedswitch Absent","E375 Tray Feeding Conveyor Buffer Stopper Both Reedswitch Absent","500","true","FB_PV30","Offline","[Offline]FB_PV30","FB_PV30.Alarm.E375","Mapped"
"ALM_E376","E376","229","Tray Feeding Conveyor Buffer Stopper","Up Reedswitch Absent","E376 Tray Feeding Conveyor Buffer Stopper Up Reedswitch Absent","500","true","FB_PV30","Offline","[Offline]FB_PV30","FB_PV30.Alarm.E376","Mapped"
"ALM_E377","E377","230","Tray Feeding Conveyor Buffer Stopper","Down Reedswitch Absent","E377 Tray Feeding Conveyor Buffer Stopper Down Reedswitch Absent","500","true","FB_PV30","Offline","[Offline]FB_PV30","FB_PV30.Alarm.E377","Mapped"
"ALM_E378","E378","231","Bag Opening Bottom Vacuum Cup","Vacuum On Feedback Absent","E378 Bag Opening Bottom Vacuum Cup Vacuum On Feedback Absent","500","true","FB_PV31","Offline","[Offline]FB_PV31","FB_PV31.Alarm.E378","Mapped"
"ALM_E379","E379","232","Bag Opening Bottom Vacuum Cup","Vacuum Off Feedback Absent","E379 Bag Opening Bottom Vacuum Cup Vacuum Off Feedback Absent","500","true","FB_PV31","Offline","[Offline]FB_PV31","FB_PV31.Alarm.E379","Mapped"
"ALM_E380","E380","233","","","E380","500","true","","","","","Unmapped"
"ALM_E381","E381","234","","","E381","500","true","","","","","Unmapped"
"ALM_E382","E382","235","","","E382","500","true","","","","","Unmapped"
"ALM_E383","E383","236","","","E383","500","true","","","","","Unmapped"
"ALM_E384","E384","237","","","E384","500","true","","","","","Unmapped"
"ALM_E385","E385","238","","","E385","500","true","","","","","Unmapped"
"ALM_E386","E386","239","","","E386","500","true","","","","","Unmapped"
"ALM_E387","E387","240","","","E387","500","true","","","","","Unmapped"
"ALM_E388","E388","241","","","E388","500","true","","","","","Unmapped"
"ALM_E389","E389","242","","","E389","500","true","","","","","Unmapped"
"ALM_E390","E390","243","","","E390","500","true","","","","","Unmapped"
"ALM_E391","E391","244","","","E391","500","true","","","","","Unmapped"
"ALM_E392","E392","245","","","E392","500","true","","","","","Unmapped"
"ALM_E393","E393","246","","","E393","500","true","","","","","Unmapped"
"ALM_E394","E394","247","","","E394","500","true","","","","","Unmapped"
"ALM_E395","E395","248","","","E395","500","true","","","","","Unmapped"
"ALM_E396","E396","249","","","E396","500","true","","","","","Unmapped"
"ALM_E397","E397","250","","","E397","500","true","","","","","Unmapped"
"ALM_E398","E398","251","","","E398","500","true","","","","","Unmapped"
"ALM_E399","E399","252","","","E399","500","true","","","","","Unmapped"
"ALM_E400","E400","253","","","E400","500","true","","","","","Unmapped"
"ALM_E401","E401","254","","","E401","500","true","","","","","Unmapped"
"ALM_E402","E402","255","","","E402","500","true","","","","","Unmapped"
"ALM_E403","E403","256","","","E403","500","true","","","","","Unmapped"
"ALM_E404","E404","257","","","E404","500","true","","","","","Unmapped"
"ALM_E405","E405","258","","","E405","500","true","","","","","Unmapped"
"ALM_E406","E406","259","","","E406","500","true","","","","","Unmapped"
"ALM_E407","E407","260","","","E407","500","true","","","","","Unmapped"
"ALM_E408","E408","261","","","E408","500","true","","","","","Unmapped"
"ALM_E409","E409","262","","","E409","500","true","","","","","Unmapped"
"ALM_E410","E410","263","","","E410","500","true","","","","","Unmapped"
"ALM_E411","E411","264","","","E411","500","true","","","","","Unmapped"
"ALM_E412","E412","265","","","E412","500","true","","","","","Unmapped"
"ALM_E413","E413","266","","","E413","500","true","","","","","Unmapped"
"ALM_E414","E414","267","","","E414","500","true","","","","","Unmapped"
"ALM_E415","E415","268","","","E415","500","true","","","","","Unmapped"
"ALM_E416","E416","269","","","E416","500","true","","","","","Unmapped"
"ALM_E417","E417","270","","","E417","500","true","","","","","Unmapped"
"ALM_E418","E418","271","","","E418","500","true","","","","","Unmapped"
"ALM_E419","E419","272","","","E419","500","true","","","","","Unmapped"
"ALM_E420","E420","273","","","E420","500","true","","","","","Unmapped"
"ALM_E421","E421","274","","","E421","500","true","","","","","Unmapped"
"ALM_E422","E422","275","","","E422","500","true","","","","","Unmapped"
"ALM_E423","E423","276","","","E423","500","true","","","","","Unmapped"
"ALM_E424","E424","277","","","E424","500","true","","","","","Unmapped"
"ALM_E425","E425","278","","","E425","500","true","","","","","Unmapped"
"ALM_E426","E426","279","","","E426","500","true","","","","","Unmapped"
"ALM_E427","E427","280","","","E427","500","true","","","","","Unmapped"
"ALM_E428","E428","281","","","E428","500","true","","","","","Unmapped"
"ALM_E429","E429","282","","","E429","500","true","","","","","Unmapped"
"ALM_E430","E430","283","","","E430","500","true","","","","","Unmapped"
"ALM_E431","E431","284","","","E431","500","true","","","","","Unmapped"
"ALM_E432","E432","285","","","E432","500","true","","","","","Unmapped"
"ALM_E433","E433","286","","","E433","500","true","","","","","Unmapped"
"ALM_E434","E434","287","","","E434","500","true","","","","","Unmapped"
"ALM_E435","E435","288","","","E435","500","true","","","","","Unmapped"
"ALM_E436","E436","289","","","E436","500","true","","","","","Unmapped"
"ALM_E437","E437","290","","","E437","500","true","","","","","Unmapped"
"ALM_E438","E438","291","","","E438","500","true","","","","","Unmapped"
"ALM_E439","E439","292","","","E439","500","true","","","","","Unmapped"
"ALM_E440","E440","293","","","E440","500","true","","","","","Unmapped"
"ALM_E441","E441","294","","","E441","500","true","","","","","Unmapped"
"ALM_E442","E442","295","","","E442","500","true","","","","","Unmapped"
"ALM_E443","E443","296","","","E443","500","true","","","","","Unmapped"
"ALM_E444","E444","297","","","E444","500","true","","","","","Unmapped"
"ALM_E445","E445","298","","","E445","500","true","","","","","Unmapped"
"ALM_E446","E446","299","","","E446","500","true","","","","","Unmapped"
"ALM_E447","E447","300","","","E447","500","true","","","","","Unmapped"
"ALM_E448","E448","301","","","E448","500","true","","","","","Unmapped"
"ALM_E449","E449","302","","","E449","500","true","","","","","Unmapped"
"ALM_E450","E450","303","","","E450","500","true","","","","","Unmapped"
"ALM_E451","E451","304","","","E451","500","true","","","","","Unmapped"
"ALM_E452","E452","305","","","E452","500","true","","","","","Unmapped"
"ALM_E453","E453","306","","","E453","500","true","","","","","Unmapped"
"ALM_E454","E454","307","","","E454","500","true","","","","","Unmapped"
"ALM_E455","E455","308","","","E455","500","true","","","","","Unmapped"
"ALM_E456","E456","309","","","E456","500","true","","","","","Unmapped"
"ALM_E457","E457","310","","","E457","500","true","","","","","Unmapped"
"ALM_E458","E458","311","","","E458","500","true","","","","","Unmapped"
"ALM_E459","E459","312","","","E459","500","true","","","","","Unmapped"
"ALM_E460","E460","313","","","E460","500","true","","","","","Unmapped"
"ALM_E461","E461","314","","","E461","500","true","","","","","Unmapped"
"ALM_E462","E462","315","","","E462","500","true","","","","","Unmapped"
"ALM_E463","E463","316","","","E463","500","true","","","","","Unmapped"
"ALM_E464","E464","317","","","E464","500","true","","","","","Unmapped"
"ALM_E465","E465","318","","","E465","500","true","","","","","Unmapped"
"ALM_E466","E466","319","","","E466","500","true","","","","","Unmapped"
"ALM_E467","E467","320","","","E467","500","true","","","","","Unmapped"
"ALM_E468","E468","321","","","E468","500","true","","","","","Unmapped"
"ALM_E469","E469","322","","","E469","500","true","","","","","Unmapped"
"ALM_E470","E470","323","","","E470","500","true","","","","","Unmapped"
"ALM_E471","E471","324","","","E471","500","true","","","","","Unmapped"
"ALM_E472","E472","325","","","E472","500","true","","","","","Unmapped"
"ALM_E473","E473","326","","","E473","500","true","","","","","Unmapped"
"ALM_E474","E474","327","","","E474","500","true","","","","","Unmapped"
"ALM_E475","E475","328","","","E475","500","true","","","","","Unmapped"
"ALM_E476","E476","329","","","E476","500","true","","","","","Unmapped"
"ALM_E477","E477","330","","","E477","500","true","","","","","Unmapped"
"ALM_E478","E478","331","","","E478","500","true","","","","","Unmapped"
"ALM_E479","E479","332","","","E479","500","true","","","","","Unmapped"
"ALM_E480","E480","333","","","E480","500","true","","","","","Unmapped"
"ALM_E481","E481","334","","","E481","500","true","","","","","Unmapped"
"ALM_E482","E482","335","","","E482","500","true","","","","","Unmapped"
"ALM_E483","E483","336","","","E483","500","true","","","","","Unmapped"
"ALM_E484","E484","337","","","E484","500","true","","","","","Unmapped"
"ALM_E485","E485","338","","","E485","500","true","","","","","Unmapped"
"ALM_E486","E486","339","","","E486","500","true","","","","","Unmapped"
