;Tag Type, Tag Name, Tag Description, Read Only, Data Source, Security Code, Alarmed, Native Type, Value Type, Min Analog, Max Analog, Initial Analog, Scale, Offset, DeadBand, Units, Off Label Digital, On Label Digital, Initial Digital, Length String, Initial String, Retentive, Address, System Source Name, System Source Index, RIO Address, Element Size Block, Number Elements Block, Initial Block
;###002 - THIS LINE CONTAINS VERSION INFORMATION. DO NOT REMOVE!!!

;Folders Section (Must define folders before tags)
"S","PLC_DI_NO\Data_16","Z1:5:I.0","F","M","*","F",,,,,,,,,,,,,82,"Z1:5:I.0",0,
"S","PLC_DI_NO\Data_17","Z1:5:I.1","F","M","*","F",,,,,,,,,,,,,82,"Z1:5:I.1",0,
"S","PLC_DI_NO\Data_18","Z1:5:I.2","F","M","*","F",,,,,,,,,,,,,82,"Z1:5:I.2",0,
"S","PLC_DI_NO\Data_19","Z1:5:I.3","F","M","*","F",,,,,,,,,,,,,82,"Z1:5:I.3",0,
"S","PLC_DI_NO\Data_20","Z1:5:I.4","F","M","*","F",,,,,,,,,,,,,82,"Z1:5:I.4",0,
"S","PLC_DI_NO\Data_21","Z1:5:I.5","F","M","*","F",,,,,,,,,,,,,82,"Z1:5:I.5",0,
"S","PLC_DI_NO\Data_22","Z1:5:I.6","F","M","*","F",,,,,,,,,,,,,82,"Z1:5:I.6",0,
"S","PLC_DI_NO\Data_23","Z1:5:I.7","F","M","*","F",,,,,,,,,,,,,82,"Z1:5:I.7",0,
"S","PLC_DI_NO\Data_24","Z1:6:I.0","F","M","*","F",,,,,,,,,,,,,82,"Z1:6:I.0",0,
"S","PLC_DI_NO\Data_25","Z1:6:I.1","F","M","*","F",,,,,,,,,,,,,82,"Z1:6:I.1",0,
"S","PLC_DI_NO\Data_26","Z1:6:I.2","F","M","*","F",,,,,,,,,,,,,82,"Z1:6:I.2",0,
"S","PLC_DI_NO\Data_27","Z1:6:I.3","F","M","*","F",,,,,,,,,,,,,82,"Z1:6:I.3",0,
"S","PLC_DI_NO\Data_28","Z1:6:I.4","F","M","*","F",,,,,,,,,,,,,82,"Z1:6:I.4",0,
"S","PLC_DI_NO\Data_29","Z1:6:I.5","F","M","*","F",,,,,,,,,,,,,82,"Z1:6:I.5",0,
"S","PLC_DI_NO\Data_30","Z1:6:I.6","F","M","*","F",,,,,,,,,,,,,82,"Z1:6:I.6",0,
"S","PLC_DI_NO\Data_31","Z1:6:I.7","F","M","*","F",,,,,,,,,,,,,82,"Z1:6:I.7",0,
"S","PLC_DI_NO\Data_32","Z1:7:I.0","F","M","*","F",,,,,,,,,,,,,82,"Z1:7:I.0",0,
"S","PLC_DI_NO\Data_33","Z1:7:I.1","F","M","*","F",,,,,,,,,,,,,82,"Z1:7:I.1",0,
"S","PLC_DI_NO\Data_34","Z1:7:I.2","F","M","*","F",,,,,,,,,,,,,82,"Z1:7:I.2",0,
"S","PLC_DI_NO\Data_35","Z1:7:I.3","F","M","*","F",,,,,,,,,,,,,82,"Z1:7:I.3",0,
